player,draft_year,position,position_group,model_group,college,round,pick,draft_capital_bucket,overall_rank_in_class,position_rank_in_class,overall_class_percentile,position_class_percentile,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,hit_miss_label,draft_value_vs_grade,confidence_score,confidence_label,outlier_type,grade_explanation,historical_position_comps,historical_overall_comps,player_card_summary,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,actual_outcome_level,actual_outcome_flag,miss_flag,value_flag,outcome_card_class,is_bad_miss,is_good_miss,should_have_been_drafted,should_have_pick_bucket,draft_slot_regrade,outcome_maturity,display_grade,display_grade_label,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,career_stat_raw,career_honors_raw,career_stat_score,career_honors_score,career_impact_raw,position_success_score,global_success_score,score_mode,actual_value_to_team,current_value_to_team,prospect_similarity_score,site_display_score,site_display_score_label,good_bad_miss_type,redraft_class_rank,redraft_position_rank,should_have_been_drafted_display,v10_trait_projection_score,v10_projection_score,v10_successful_comps,v10_risk_comps,site_display_score_v10,site_display_score_label_v10,v10_projection_tier,v10_projection_explanation,projection_status,projection_badge,projection_basis,career_projection_score_5_10,career_projection_label,career_projection_range,career_projection_basis
Chris Gambol,1987.0,G,IOL,IOL,Iowa,3.0,58.0,Round 2 pick,41.0,2.0,85.6,95.5,72.4,82.1,75.9,57.9,0.576,0.571,0.421,Rotational / contributor profile,Useful contributor,Fair value,78.0,Medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Kirk Lowdermilk (1985, C, score 72.7) | Crawford Ker (1985, G, score 71.9) | Tim Long (1985, C, score 74.4) | Joe Milinichik (1986, G, score 70.4) | Lance Smith (1985, G, score 69.5)","Kirk Lowdermilk (1985, C, score 72.7) | Albert Lewis (1983, DB, score 71.6) | Clayton Weishuhn (1982, LB, score 70.3) | Rusty Russell (1984, T, score 70.2) | Dave Duerson (1983, DB, score 70.8)","Chris Gambol (1987, G, Iowa) graded 72.4. Tier: Rotational / contributor profile. Position rank in class: #2. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",16.3,6.0,29.4,56.1,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Early Day 3 caliber,150.0,Drafted too early,mature,42.0,Actual Value Score,0.0,0.0,1.0,6.0,,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,15.6619037896906,50.1,35.0,73.56286391066202,52.9,53.8,actual_value,52.9,63.0,72.1,42.0,Actual Value Score,neutral,136.0,11.0,Class #136 / IOL #11,57.9,57.9,,,42.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,42.0,Long-shot / replacement-level projection,42.0,Actual NFL career value
Ben Tamburello,1987.0,G,IOL,IOL,Auburn,3.0,65.0,Day 2 pick,65.0,6.0,77.0,77.3,63.7,71.5,67.1,55.8,0.527,0.537,0.442,Rotational / contributor profile,Useful contributor,Fair Day 2 value,78.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Guy McIntyre (1984, G, score 63.9) | Stefan Humphries (1984, G, score 64.2) | Gene Chilton (1986, C, score 62.8) | Rich Moran (1985, G, score 65.0) | Leonard Burton (1986, C, score 62.7)","Vann McElroy (1982, DB, score 63.9) | Tyrone Davis (1985, DB, score 63.7) | Chris Scott (1984, DE, score 62.5) | Benny Perrin (1982, DB, score 65.1) | Bubby Brister (1986, QB, score 64.8)","Ben Tamburello (1987, G, Auburn) graded 63.7. Tier: Rotational / contributor profile. Position rank in class: #6. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",14.7,9.0,36.0,52.9,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted too early,mature,52.0,Actual Value Score,0.0,0.0,0.0,9.0,,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,14.142135623730953,50.1,31.0,82.15005213349697,54.5,55.5,actual_value,54.5,56.4,63.1,52.0,Actual Value Score,neutral,118.0,10.0,Class #118 / IOL #10,57.6,57.6,,,52.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,52.0,Long-shot / replacement-level projection,52.0,Actual NFL career value
Jeff Zimmerman,1987.0,G,IOL,IOL,Florida,3.0,68.0,Day 2 pick,61.0,5.0,78.4,81.8,66.7,74.8,69.6,57.5,0.563,0.538,0.425,Rotational / contributor profile,Useful contributor,Fair Day 2 value,78.0,Medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Brian Johnston (1985, C, score 67.4) | Rich Moran (1985, G, score 65.0) | Stefan Humphries (1984, G, score 64.2) | Lance Smith (1985, G, score 69.5) | Guy McIntyre (1984, G, score 63.9)","Jack Del Rio (1985, LB, score 66.0) | Jeremiah Castille (1983, DB, score 66.5) | John Hendy (1985, DB, score 65.7) | Brian Johnston (1985, C, score 67.4) | Blanchard Montgomery (1983, LB, score 66.6)","Jeff Zimmerman (1987, G, Florida) graded 66.7. Tier: Rotational / contributor profile. Position rank in class: #5. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",16.1,2.0,15.4,54.0,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.6619037896906,50.1,25.2,45.33852381982032,47.2,47.8,actual_value,47.2,54.5,63.6,32.0,Actual Value Score,neutral,158.0,13.0,Class #158 / IOL #13,52.9,52.9,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Randy Dixon,1987.0,G,IOL,IOL,Pittsburgh,4.0,85.0,Day 2 pick,52.0,3.0,81.5,88.6,68.9,78.1,72.5,55.2,0.547,0.555,0.448,Rotational / contributor profile,Useful contributor,Fair Day 2 value,78.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Jeff Dellenbach (1985, C, score 68.8) | Dan Turk (1985, C, score 65.1) | Lance Smith (1985, G, score 69.5) | Brian Johnston (1985, C, score 67.4) | Tom Baugh (1986, C, score 60.6)","Tim Harris (1986, LB, score 66.6) | Craig Swoope (1986, DB, score 66.3) | Jeff Dellenbach (1985, C, score 68.8) | Phil Smith (1983, WR, score 64.0) | Dan Turk (1985, C, score 65.1)","Randy Dixon (1987, G, Pittsburgh) graded 68.9. Tier: Rotational / contributor profile. Position rank in class: #3. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",15.4,39.0,75.7,54.7,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted about right,mature,65.2,Actual Value Score,0.0,0.0,8.0,39.0,,39.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,33.03926948138519,50.1,76.7,143.1734980045486,64.7,66.2,actual_value,64.7,69.5,63.9,65.2,Actual Value Score,neutral,72.0,4.0,Class #72 / IOL #4,52.4,52.4,,,65.2,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,65.2,Depth / developmental projection,65.2,Actual NFL career value
Steve Trapilo,1987.0,G,IOL,IOL,Boston Col.,4.0,96.0,Day 2 pick,86.0,8.0,69.2,68.2,57.9,64.2,60.9,52.2,0.514,0.509,0.478,Depth / replacement-level profile,Replacement/depth outcome,Fair Day 2 value,73.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Jim Juriga (1986, G, score 58.3) | Tom Baugh (1986, C, score 60.6) | Tom Toth (1985, G, score 61.2) | Tom Thayer (1983, G, score 51.2) | Joel Hilgenberg (1984, C, score 50.4)","Anthony Tuggle (1985, DB, score 57.7) | Danny Walters (1983, DB, score 58.1) | Bill Callahan (1986, DB, score 58.2) | Rickey Bolden (1984, T, score 57.0) | Vince Newsome (1983, DB, score 58.9)","Steve Trapilo (1987, G, Boston Col.) graded 57.9. Tier: Depth / replacement-level profile. Position rank in class: #8. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",13.8,27.0,62.1,51.3,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted about right,mature,61.5,Actual Value Score,0.0,0.0,3.0,27.0,,27.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,22.027872100817007,50.1,48.7,119.97054100714251,61.0,62.3,actual_value,61.0,59.7,62.2,61.5,Actual Value Score,neutral,95.0,7.0,Class #95 / IOL #7,52.7,52.7,,,61.5,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,61.5,Fringe roster / practice-squad projection,61.5,Actual NFL career value
David Alexander,1987.0,C,IOL,IOL,Tulsa,5.0,121.0,Early Day 3 pick,126.0,15.0,55.0,36.4,48.3,51.7,50.2,49.6,0.494,0.457,0.504,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Steve Mott (1983, C, score 48.5) | Paul Fairchild (1984, G, score 45.9) | Mark MacDonald (1985, G, score 42.3) | Terry Long (1984, G, score 50.0) | Bruce Collie (1985, G, score 53.8)","Steve Mott (1983, C, score 48.5) | Von Mansfield (1982, DB, score 47.7) | Barney Bussey (1984, DB, score 48.9) | Hassan Jones (1986, WR, score 46.5) | Herschel Walker (1985, RB, score 47.0)","David Alexander (1987, C, Tulsa) graded 48.3. Tier: Depth / replacement-level profile. Position rank in class: #15. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.9,47.0,81.9,49.6,Depth / Replacement,Drafted too late,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted too late,mature,66.1,Actual Value Score,0.0,0.0,7.0,47.0,,45.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,0.0,33.47405152877756,50.1,77.6,148.9133170608606,65.6,67.1,actual_value,65.6,55.7,52.3,66.1,Actual Value Score,neutral,65.0,3.0,Class #65 / IOL #3,48.8,48.8,,,66.1,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,66.1,Depth / developmental projection,66.1,Actual NFL career value
Chris Conlin,1987.0,G,IOL,IOL,Penn St.,5.0,132.0,Early Day 3 pick,95.0,10.0,66.0,59.1,55.2,60.9,58.1,49.4,0.501,0.496,0.506,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Bruce Collie (1985, G, score 53.8) | Gary Walker (1986, C, score 58.1) | Steve Mott (1983, C, score 48.5) | Mark Krerowicz (1985, G, score 56.8) | Paul Fairchild (1984, G, score 45.9)","Bobby Joe Edmonds (1986, RB, score 54.3) | Bruce Collie (1985, G, score 53.8) | Kevin Greene (1985, LB, score 55.2) | Bruce King (1985, RB, score 52.9) | Dwayne Jiles (1985, LB, score 53.6)","Chris Conlin (1987, G, Penn St.) graded 55.2. Tier: Depth / replacement-level profile. Position rank in class: #10. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",13.2,2.0,15.4,50.6,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.392304845413264,50.1,21.6,43.75152513947366,46.8,47.5,actual_value,46.8,46.1,53.3,32.0,Actual Value Score,neutral,166.0,14.0,Class #166 / IOL #14,46.1,46.1,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Paul O'Connor,1987.0,G,IOL,IOL,Miami (FL),5.0,140.0,Early Day 3 pick,202.0,20.0,27.7,13.6,28.1,24.5,28.6,47.8,0.459,0.408,0.522,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Eric Stokes (1985, C, score 27.6) | Tony Slaton (1984, C, score 28.8) | Doug Marrone (1986, G, score 30.0) | Grant Feasel (1983, C, score 31.1) | Bob Landsee (1986, C, score 35.8)","Hal Stephens (1984, DE, score 31.5) | Reggie Sutton (1986, DB, score 29.3) | Tony Colorito (1986, NT, score 32.8) | Steve Haworth (1983, DB, score 27.8) | Erroll Tucker (1986, DB, score 31.3)","Paul O'Connor (1987, G, Miami (FL)) graded 28.1. Tier: Low-probability profile. Position rank in class: #20. Draft capital: Early Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.0,1.0,10.3,46.3,Miss,Drafted too early,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.8284271247461903,50.1,3.3,22.943654961611205,41.7,42.2,actual_value,41.7,29.8,49.3,32.0,Actual Value Score,neutral,220.0,19.0,Class #220 / IOL #19,46.6,46.6,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Paul Kiser,1987.0,G,IOL,IOL,Wake Forest,6.0,153.0,Late Day 3 pick,221.0,21.0,20.9,9.1,23.1,17.9,23.2,45.8,0.448,0.39,0.542,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Eric Stokes (1985, C, score 27.6) | Tony Slaton (1984, C, score 28.8) | Doug Marrone (1986, G, score 30.0) | Grant Feasel (1983, C, score 31.1) | Nick Haden (1985, G, score 23.5)","Mike Whitwell (1982, DB, score 25.2) | Anthony Allen (1983, WR, score 26.2) | Gary Hunt (1986, DB, score 26.8) | Mike Jones (1983, WR, score 26.2) | Mike Young (1985, WR, score 26.2)","Paul Kiser (1987, G, Wake Forest) graded 23.1. Tier: Low-probability profile. Position rank in class: #21. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",11.3,0.0,3.7,45.9,Miss,Drafted too early,neutral,neutral,card-neutral,False,False,Undrafted / replacement outcome,999.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,50.1,1.1,2.5,35.0,35.0,actual_value,35.0,25.6,41.7,32.0,Actual Value Score,neutral,244.0,22.0,Class #244 / IOL #22,45.3,45.3,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
John Adickes,1987.0,C,IOL,IOL,Baylor,6.0,154.0,Late Day 3 pick,225.0,22.0,19.4,4.5,22.1,16.6,22.1,45.9,0.44,0.382,0.541,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Eric Stokes (1985, C, score 27.6) | Tony Slaton (1984, C, score 28.8) | Doug Marrone (1986, G, score 30.0) | Grant Feasel (1983, C, score 31.1) | Nick Haden (1985, G, score 23.5)","Mike Whitwell (1982, DB, score 25.2) | Anthony Allen (1983, WR, score 26.2) | Mike Jones (1983, WR, score 26.2) | Gary Hunt (1986, DB, score 26.8) | Eugene Lockhart (1984, LB, score 17.4)","John Adickes (1987, C, Baylor) graded 22.1. Tier: Low-probability profile. Position rank in class: #22. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",11.3,2.0,15.4,45.8,Miss,Drafted too early,neutral,neutral,card-neutral,False,False,Undrafted / replacement outcome,999.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.591663046625438,50.1,19.7,42.75072289098887,46.6,47.2,actual_value,46.6,25.0,41.6,32.0,Actual Value Score,neutral,233.0,21.0,Class #233 / IOL #21,45.2,45.2,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Kevin Gogan,1987.0,G,IOL,IOL,Washington,8.0,206.0,Late Day 3 pick,74.0,7.0,73.6,72.7,61.2,68.9,64.6,49.4,0.514,0.517,0.506,Rotational / contributor profile,Useful contributor,Useful late-round value,66.0,Low-medium confidence,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Ray Brown (1986, G, score 48.8) | Bruce Reimers (1984, G, score 43.8) | Mark Krerowicz (1985, G, score 56.8) | Rob Monaco (1985, C, score 36.4) | Bruce Kozerski (1984, C, score 42.7)","Joe Drake (1985, NT, score 66.2) | Butch Rolle (1986, TE, score 53.6) | Eugene Williams (1982, LB, score 51.3) | Robert Jenkins (1986, T, score 59.1) | Ike Readon (1986, NT, score 56.4)","Kevin Gogan (1987, G, Washington) graded 61.2. Tier: Rotational / contributor profile. Position rank in class: #7. Draft capital: Late Day 3 pick. Draft value read: Useful late-round value. Model confidence: Low-medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",13.7,73.0,96.0,52.1,Useful Contributor,Massive steal,neutral,good_miss,card-good-miss,False,False,Round 1 caliber,32.0,Massive steal,mature,73.8,Actual Value Score,0.0,3.0,11.0,73.0,,25.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,66.45553820007444,50.1,94.8,200.42493296463212,73.1,75.1,actual_value,73.1,66.5,47.4,73.8,Actual Value Score,good_miss,20.0,1.0,Class #20 / IOL #1,48.0,48.0,,,73.8,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,73.8,Possible starter / strong contributor,73.8,Actual NFL career value
Dan Morgan,1987.0,G,IOL,IOL,Penn St.,8.0,222.0,Late Day 3 pick,121.0,14.0,56.8,40.9,49.1,53.0,51.1,47.9,0.489,0.454,0.521,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Ray Brown (1986, G, score 48.8) | Bruce Reimers (1984, G, score 43.8) | Bruce Kozerski (1984, C, score 42.7) | Rob Monaco (1985, C, score 36.4) | Adam Schreiber (1984, G, score 42.7)","Thomas Boyd (1982, LB, score 48.0) | Ray Brown (1986, G, score 48.8) | Bill Jackson (1982, DB, score 45.1) | Bruce Reimers (1984, G, score 43.8) | Leon Gonzalez (1985, WR, score 41.5)","Dan Morgan (1987, G, Penn St.) graded 49.1. Tier: Depth / replacement-level profile. Position rank in class: #14. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.5,1.0,10.3,49.6,Depth / Replacement,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.8284271247461903,50.1,3.3,22.943654961611205,41.7,42.2,actual_value,41.7,40.2,39.7,32.0,Actual Value Score,neutral,178.0,16.0,Class #178 / IOL #16,44.1,44.1,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Mike Simmonds,1987.0,G,IOL,IOL,Indiana St.,10.0,252.0,Late Day 3 pick,173.0,16.0,38.1,31.8,35.4,34.4,36.5,46.5,0.466,0.429,0.535,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"George Colton (1986, G, score 31.6) | Larry Williams (1985, G, score 25.0) | David Jordan (1984, G, score 47.4) | Duval Love (1985, G, score 45.5) | Adam Schreiber (1984, G, score 42.7)","Byron Williams (1983, WR, score 36.4) | Gary Hoffman (1984, T, score 34.4) | Don Sommer (1986, T, score 32.4) | Mike Golic (1985, DT, score 39.2) | Al Wenglikowski (1984, LB, score 30.0)","Mike Simmonds (1987, G, Indiana St.) graded 35.4. Tier: Low-probability profile. Position rank in class: #16. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",11.9,2.0,15.4,47.8,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.47213595499958,50.1,6.9,36.35131402645654,45.1,45.7,actual_value,45.1,31.9,37.6,32.0,Actual Value Score,neutral,197.0,17.0,Class #197 / IOL #17,42.3,42.3,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
John Gesek,1987.0,G,IOL,IOL,Sacramento St.,10.0,265.0,Late Day 3 pick,188.0,18.0,32.7,22.7,32.1,29.8,32.9,46.4,0.472,0.424,0.536,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Larry Williams (1985, G, score 25.0) | George Colton (1986, G, score 31.6) | Duval Love (1985, G, score 45.5) | Dan Fike (1983, G, score 17.3) | David Jordan (1984, G, score 47.4)","Don Sommer (1986, T, score 32.4) | Gary Hoffman (1984, T, score 34.4) | Al Wenglikowski (1984, LB, score 30.0) | Anthony Hutchison (1983, RB, score 29.6) | Joe Azelby (1984, LB, score 26.6)","John Gesek (1987, G, Sacramento St.) graded 32.1. Tier: Low-probability profile. Position rank in class: #18. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",11.9,39.0,75.7,46.9,Miss,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100.0,Good value,mature,65.0,Actual Value Score,0.0,0.0,6.0,39.0,,10.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,,,,0.0,31.979031983951547,50.1,74.6,142.03766982373807,64.5,66.0,actual_value,64.5,43.7,37.1,65.0,Actual Value Score,good_miss,74.0,5.0,Class #74 / IOL #5,42.7,42.7,,,65.0,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,65.0,Depth / developmental projection,65.0,Actual NFL career value
Frank Winters,1987.0,C,IOL,IOL,Western Illinois,10.0,276.0,Late Day 3 pick,104.0,12.0,62.9,50.0,52.5,57.6,54.7,48.9,0.49,0.458,0.511,Depth / replacement-level profile,Massive positive outlier,Low-impact outcome,73.0,Medium confidence,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Duval Love (1985, G, score 45.5) | David Jordan (1984, G, score 47.4) | Raleigh McKenzie (1985, G, score 44.6) | Adam Schreiber (1984, G, score 42.7) | Bruce Kozerski (1984, C, score 42.7)","Guy Teafatiller (1986, DT, score 50.9) | Ike Readon (1986, NT, score 56.4) | Duval Love (1985, G, score 45.5) | David Jordan (1984, G, score 47.4) | Mervyn Fernandez (1983, WR, score 43.4)","Frank Winters (1987, C, Western Illinois) graded 52.5. Tier: Depth / replacement-level profile. Position rank in class: #12. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.9,66.0,93.3,50.0,Depth / Replacement,Major value,neutral,good_miss,card-good-miss,False,True,Round 2 caliber,64.0,Major value,mature,70.7,Actual Value Score,0.0,1.0,10.0,66.0,,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,51.04647894781485,50.1,91.1,179.45835319763142,70.1,71.9,actual_value,70.1,58.5,40.2,70.7,Actual Value Score,good_miss,36.0,2.0,Class #36 / IOL #2,43.1,43.1,,,70.7,Actual Value Score,Rotational / contributor profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,70.7,Rotational contributor / developmental starter,70.7,Actual NFL career value
