player,draft_year,position,position_group,model_group,college,round,pick,draft_capital_bucket,overall_rank_in_class,position_rank_in_class,overall_class_percentile,position_class_percentile,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,hit_miss_label,draft_value_vs_grade,confidence_score,confidence_label,outlier_type,grade_explanation,historical_position_comps,historical_overall_comps,player_card_summary,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,actual_outcome_level,actual_outcome_flag,miss_flag,value_flag,outcome_card_class,is_bad_miss,is_good_miss,should_have_been_drafted,should_have_pick_bucket,draft_slot_regrade,outcome_maturity,display_grade,display_grade_label,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,career_stat_raw,career_honors_raw,career_stat_score,career_honors_score,career_impact_raw,position_success_score,global_success_score,score_mode,actual_value_to_team,current_value_to_team,prospect_similarity_score,site_display_score,site_display_score_label,good_bad_miss_type,redraft_class_rank,redraft_position_rank,should_have_been_drafted_display
John Armstrong,1986,DB,CB,DB,Richmond,11.0,286.0,Late Day 3 pick,252,39,2.0,2.6,9.3,1.7,9.3,36.9,0.349,0.278,0.631,Low-probability profile,Miss,Low-impact outcome,65.0,Low-medium confidence,near_expected,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk,"Bud Brown (1984, DB, score 5.7) | Gardner Williams (1984, DB, score 16.0) | Garry Kimble (1985, DB, score 14.0) | Shaun Gayle (1984, DB, score 8.9) | Jim Rockford (1985, DB, score 9.8)","Boyce Green (1983, RB, score 11.4) | Don Bailey (1983, C, score 12.4) | Louis Cooper (1985, LB, score 10.5) | Jim Morrissey (1985, LB, score 12.4) | Buford McGee (1984, RB, score 15.6)","John Armstrong (1986, DB, Richmond) graded 9.3. Tier: Low-probability profile. Position rank in class: #39. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Low-medium confidence. Why: lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk.",5.4,1.0,14.8,42.3,Miss,Drafted about right,neutral,neutral,card-neutral,False,False,Undrafted / replacement outcome,999,Drafted about right,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.8284271247461903,3.4641016151377544,11.4,4.5,24.728197568261827,43.0,42.7,actual_value,43.0,18.6,35.4,32.0,Actual Value Score,neutral,252,39,Class #252 / CB #39
King Simmons,1986,DB,CB,DB,Texas Tech,12.0,319.0,Late Day 3 pick,251,38,2.3,5.1,10.0,1.7,10.0,38.6,0.405,0.286,0.614,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk,"Treg Songy (1985, DB, score 9.7) | Jim Rockford (1985, DB, score 9.8) | Herb Welch (1985, DB, score 9.4) | Lonnie Young (1985, DB, score 14.7) | Garry Kimble (1985, DB, score 14.0)","Treg Songy (1985, DB, score 9.7) | Jim Rockford (1985, DB, score 9.8) | Herb Welch (1985, DB, score 9.4) | Dave Burnette (1985, T, score 11.3) | Bryant Winn (1985, LB, score 10.6)","King Simmons (1986, DB, Texas Tech) graded 10.0. Tier: Low-probability profile. Position rank in class: #38. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; elevated bust risk; private PFF-derived signals included; meaningful downside risk.",5.7,1.0,14.8,42.9,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Undrafted / replacement outcome,999,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,1.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.5,2.449489742783178,3.4641016151377544,9.6,4.5,24.59556948457477,43.0,42.6,actual_value,43.0,19.0,35.5,32.0,Actual Value Score,neutral,250,38,Class #250 / CB #38
Rod Woodson,1987,DB,CB,DB,Purdue,1.0,10.0,Top-15 pick,4,1,98.9,100.0,85.0,94.8,87.1,74.1,0.673,0.639,0.259,Starter-caliber profile,Starter-level hit,Solid premium pick,78.0,Medium confidence,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile,"Terry Kinard (1983, DB, score 85.3) | Terry Taylor (1984, DB, score 84.7) | Tim Lewis (1983, DB, score 82.8) | Rod Jones (1986, DB, score 85.2) | Jerry Gray (1985, DB, score 85.9)","Terry Kinard (1983, DB, score 85.3) | Eddie Brown (1985, WR, score 84.6) | Al Toon (1985, WR, score 84.0) | Jim Lachey (1985, T, score 85.7) | Jimmy Williams (1982, LB, score 84.5)","Rod Woodson (1987, DB, Purdue) graded 85.0. Tier: Starter-caliber profile. Position rank in class: #1. Draft capital: Top-15 pick. Draft value read: Solid premium pick. Model confidence: Medium confidence. Why: premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile.",16.6,142.0,100.0,66.7,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Top-15 caliber,15,Drafted about right,mature,99.0,Actual Value Score,6.0,11.0,15.0,142.0,,98.0,238.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,71.0,13.5,83.18381718693676,242.3464306259127,98.7,99.0,460.5705322719924,99.0,99.0,actual_value,99.0,91.2,89.2,99.0,Actual Value Score,neutral,1,1,Class #1 / CB #1
Nate Odomes,1987,DB,CB,DB,Wisconsin,2.0,29.0,Round 1 pick,27,5,90.6,91.1,76.8,85.6,79.1,66.0,0.617,0.594,0.34,Starter-caliber profile,Starter-level hit,Strong value,78.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Don Anderson (1985, DB, score 76.0) | Issiac Holt (1985, DB, score 78.4) | Lester Lyles (1985, DB, score 77.1) | James Britt (1983, DB, score 76.8) | Wayne Davis (1985, DB, score 77.7)","Mark Traynowicz (1985, G, score 76.4) | Don Anderson (1985, DB, score 76.0) | Thomas Benson (1984, LB, score 76.6) | Ernest Givins (1986, WR, score 76.1) | Jim Sweeney (1984, C, score 76.4)","Nate Odomes (1987, DB, Wisconsin) graded 76.8. Tier: Starter-caliber profile. Position rank in class: #5. Draft capital: Round 1 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",13.8,46.0,91.4,63.0,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Round 1 caliber,32,Drafted about right,mature,73.8,Actual Value Score,0.0,2.0,7.0,46.0,,45.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,3.0,49.35527723747282,48.030615833785575,78.7,93.3,182.79387401769677,74.6,72.4,actual_value,74.6,79.4,82.9,73.8,Actual Value Score,neutral,23,4,Class #23 / CB #4
Brian Davis,1987,DB,CB,DB,Nebraska,2.0,30.0,Round 1 pick,54,10,80.8,80.0,68.7,75.9,69.9,65.9,0.587,0.518,0.341,Rotational / contributor profile,Useful contributor,Fair value,85.0,High confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Mark Collins (1986, DB, score 69.8) | Vernon Dean (1982, DB, score 67.4) | Bobby Watkins (1982, DB, score 71.2) | Greg Lasker (1986, DB, score 67.3) | Vestee Jackson (1986, DB, score 67.6)","Bruce Scholtz (1982, LB, score 68.7) | Greg Allen (1985, RB, score 68.9) | Dalton Hilliard (1986, RB, score 69.6) | Darryl Clack (1986, RB, score 70.0) | Daren Gilbert (1985, T, score 69.5)","Brian Davis (1987, DB, Nebraska) graded 68.7. Tier: Rotational / contributor profile. Position rank in class: #10. Draft capital: Round 1 pick. Draft value read: Fair value. Model confidence: High confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",11.7,15.0,63.0,58.7,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Day 2 caliber,100,Drafted too early,mature,62.5,Actual Value Score,0.0,0.0,1.0,15.0,,9.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,27.0,22.65475810617763,47.5,62.8,114.9009318554359,63.0,61.5,actual_value,63.0,67.8,81.7,62.5,Actual Value Score,neutral,90,17,Class #90 / CB #17
Roland Mitchell,1987,DB,CB,DB,Texas Tech,2.0,33.0,Round 2 pick,38,7,86.7,86.7,73.2,81.1,75.6,66.8,0.604,0.592,0.332,Rotational / contributor profile,Useful contributor,Fair value,85.0,High confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Tory Nixon (1985, DB, score 73.9) | Wes Hopkins (1983, DB, score 74.2) | Lewis Billups (1986, DB, score 74.5) | Don Anderson (1985, DB, score 76.0) | Bobby Watkins (1982, DB, score 71.2)","Tory Nixon (1985, DB, score 73.9) | Dino Hackett (1986, LB, score 73.8) | Darryl Talley (1983, LB, score 73.4) | Mark Cooper (1983, G, score 72.3) | Leonard Marshall (1983, DE, score 72.6)","Roland Mitchell (1987, DB, Texas Tech) graded 73.2. Tier: Rotational / contributor profile. Position rank in class: #7. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: High confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",12.9,16.0,64.2,60.9,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Day 2 caliber,100,Drafted too early,mature,62.6,Actual Value Score,0.0,0.0,1.0,16.0,,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1.0,24.045407685048602,22.867962264113206,42.6,63.4,115.83081915348257,63.1,61.6,actual_value,63.1,69.0,73.9,62.6,Actual Value Score,neutral,89,16,Class #89 / CB #16
Tim McDonald,1987,DB,CB,DB,USC,2.0,34.0,Round 2 pick,6,2,98.2,97.8,81.6,91.1,83.5,71.4,0.658,0.608,0.286,Starter-caliber profile,Starter-level hit,Strong value,78.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile,"Mike Richardson (1983, DB, score 79.3) | Issiac Holt (1985, DB, score 78.4) | Keith Bostic (1983, DB, score 78.5) | Victor Scott (1984, DB, score 78.1) | Scott Case (1984, DB, score 85.7)","Scott Radecic (1984, LB, score 81.0) | Jackie Walker (1986, LB, score 80.5) | Vernon Maxwell (1983, LB, score 83.2) | Mike Richardson (1983, DB, score 79.3) | Mike Guendling (1984, LB, score 79.3)","Tim McDonald (1987, DB, USC) graded 81.6. Tier: Starter-caliber profile. Position rank in class: #2. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile.",15.0,75.0,98.4,64.5,Starter Hit,Major value,neutral,good_miss,card-good-miss,False,False,Round 1 caliber,32,Major value,mature,84.0,Actual Value Score,0.0,6.0,12.0,75.0,,36.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,9.5,63.085411885999804,89.49695638272152,91.2,97.6,250.47957235895024,84.9,82.2,actual_value,84.9,84.0,75.1,84.0,Actual Value Score,good_miss,6,2,Class #6 / CB #2
Ricky Reynolds,1987,DB,CB,DB,Washington St.,2.0,36.0,Round 2 pick,25,4,91.4,93.3,78.0,87.0,80.1,68.1,0.627,0.592,0.319,Starter-caliber profile,Starter-level hit,Strong value,78.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Victor Scott (1984, DB, score 78.1) | Wayne Davis (1985, DB, score 77.7) | Issiac Holt (1985, DB, score 78.4) | Keith Bostic (1983, DB, score 78.5) | Lester Lyles (1985, DB, score 77.1)","Kevin Glover (1985, C, score 78.1) | Victor Scott (1984, DB, score 78.1) | Wayne Davis (1985, DB, score 77.7) | Carl Zander (1985, LB, score 78.0) | Ron Rivera (1984, LB, score 78.0)","Ricky Reynolds (1987, DB, Washington St.) graded 78.0. Tier: Starter-caliber profile. Position rank in class: #4. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",14.1,48.0,92.2,63.3,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Round 1 caliber,32,Drafted about right,mature,71.9,Actual Value Score,0.0,0.0,10.0,48.0,,36.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,7.5,48.639709284866136,36.8978219466378,77.7,88.4,170.53600520001376,72.6,70.5,actual_value,72.6,78.6,74.6,71.9,Actual Value Score,neutral,29,5,Class #29 / CB #5
Delton Hall,1987,DB,CB,DB,Clemson,2.0,38.0,Round 2 pick,19,3,93.3,95.6,78.9,87.8,80.7,69.9,0.641,0.594,0.301,Starter-caliber profile,Starter-level hit,Strong value,78.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Keith Bostic (1983, DB, score 78.5) | Victor Scott (1984, DB, score 78.1) | Mike Richardson (1983, DB, score 79.3) | Wayne Davis (1985, DB, score 77.7) | Issiac Holt (1985, DB, score 78.4)","Keith Bostic (1983, DB, score 78.5) | Victor Scott (1984, DB, score 78.1) | Mike Guendling (1984, LB, score 79.3) | Mike Richardson (1983, DB, score 79.3) | Kevin Murphy (1986, LB, score 79.9)","Delton Hall (1987, DB, Clemson) graded 78.9. Tier: Starter-caliber profile. Position rank in class: #3. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",14.3,11.0,55.5,63.7,Starter Hit,Drafted too early,neutral,neutral,card-neutral,False,False,Day 2 caliber,100,Drafted too early,mature,60.4,Actual Value Score,0.0,0.0,1.0,11.0,,11.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,22.12461179749811,21.435595774162696,39.9,59.9,103.61549504089172,60.9,59.5,actual_value,60.9,72.4,74.7,60.4,Actual Value Score,neutral,100,19,Class #100 / CB #19
Ron Francis,1987,DB,CB,DB,Baylor,2.0,39.0,Round 2 pick,56,11,80.2,77.8,68.6,75.9,71.4,62.3,0.569,0.577,0.377,Rotational / contributor profile,Useful contributor,Fair value,85.0,High confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Mark Collins (1986, DB, score 69.8) | Vernon Dean (1982, DB, score 67.4) | Bobby Watkins (1982, DB, score 71.2) | Greg Lasker (1986, DB, score 67.3) | Vestee Jackson (1986, DB, score 67.6)","Greg Allen (1985, RB, score 68.9) | Bruce Scholtz (1982, LB, score 68.7) | Daren Gilbert (1985, T, score 69.5) | Jesse Penn (1985, LB, score 69.1) | Dave Drechsler (1983, G, score 68.5)","Ron Francis (1987, DB, Baylor) graded 68.6. Tier: Rotational / contributor profile. Position rank in class: #11. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: High confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",11.7,11.0,55.5,58.6,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150,Drafted too early,mature,52.0,Actual Value Score,0.0,0.0,1.0,11.0,,11.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,18.0,18.69693845669907,34.9,53.2,98.74855926493784,59.9,58.6,actual_value,59.9,66.3,73.2,52.0,Actual Value Score,neutral,114,23,Class #114 / CB #23
Eric Thomas,1987,DB,CB,DB,Tulane,2.0,49.0,Round 2 pick,29,6,89.7,88.9,75.9,84.4,78.1,66.7,0.614,0.592,0.333,Starter-caliber profile,Starter-level hit,Strong value,78.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Chris Rockins (1984, DB, score 75.8) | Cedric Mack (1983, DB, score 76.4) | James Britt (1983, DB, score 76.8) | Lester Lyles (1985, DB, score 77.1) | Don Anderson (1985, DB, score 76.0)","Chris Rockins (1984, DB, score 75.8) | Doug Dawson (1984, G, score 76.4) | Cedric Mack (1983, DB, score 76.4) | James Britt (1983, DB, score 76.8) | Eric Richardson (1984, WR, score 75.2)","Eric Thomas (1987, DB, Tulane) graded 75.9. Tier: Starter-caliber profile. Position rank in class: #6. Draft capital: Round 2 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included.",13.6,35.0,85.3,62.5,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Round 2 caliber,64,Drafted about right,mature,70.2,Actual Value Score,0.0,1.0,5.0,35.0,,27.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,3.0,40.5720522456967,38.015579415704636,67.7,89.1,160.44018884364584,70.9,69.0,actual_value,70.9,77.4,74.3,70.2,Actual Value Score,neutral,39,8,Class #39 / CB #8
Lou Brock,1987,DB,CB,DB,USC,2.0,53.0,Round 2 pick,48,9,82.9,82.2,69.6,77.0,72.3,62.0,0.578,0.581,0.38,Rotational / contributor profile,Useful contributor,Fair value,78.0,Medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Jim Bowman (1985, DB, score 70.5) | Mark Collins (1986, DB, score 69.8) | Greg Lasker (1986, DB, score 67.3) | Vestee Jackson (1986, DB, score 67.6) | Vernon Dean (1982, DB, score 67.4)","Jay Brophy (1984, LB, score 69.8) | Jeff Rohrer (1982, LB, score 69.9) | Simon Fletcher (1985, LB, score 69.4) | Jim Bowman (1985, DB, score 70.5) | Calvin Daniels (1982, LB, score 69.9)","Lou Brock (1987, DB, USC) graded 69.6. Tier: Rotational / contributor profile. Position rank in class: #9. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",11.7,0.0,5.1,59.3,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,4.6,6.0,5.0,35.0,35.0,actual_value,35.0,59.9,73.3,32.0,Actual Value Score,neutral,159,28,Class #159 / CB #28
Adrian White,1987,DB,CB,DB,Florida,2.0,55.0,Round 2 pick,47,8,83.5,84.4,69.8,77.0,72.1,65.0,0.592,0.574,0.35,Rotational / contributor profile,Useful contributor,Fair value,85.0,High confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Jim Bowman (1985, DB, score 70.5) | Mark Collins (1986, DB, score 69.8) | Vestee Jackson (1986, DB, score 67.6) | Greg Lasker (1986, DB, score 67.3) | Ray Horton (1983, DB, score 72.5)","Jay Brophy (1984, LB, score 69.8) | Jeff Rohrer (1982, LB, score 69.9) | Simon Fletcher (1985, LB, score 69.4) | Jim Bowman (1985, DB, score 70.5) | Calvin Daniels (1982, LB, score 69.9)","Adrian White (1987, DB, Florida) graded 69.8. Tier: Rotational / contributor profile. Position rank in class: #8. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: High confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",12.0,7.0,45.0,59.2,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150,Drafted too early,mature,52.0,Actual Value Score,0.0,0.0,0.0,7.0,,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,18.0,16.73320053068151,34.9,47.1,85.44086383038729,57.3,56.1,actual_value,57.3,63.7,73.4,52.0,Actual Value Score,neutral,117,24,Class #117 / CB #24
Michael Adams,1987,DB,CB,DB,Arkansas St.,3.0,67.0,Day 2 pick,79,14,71.4,71.1,60.0,65.6,62.4,58.0,0.529,0.527,0.42,Rotational / contributor profile,Useful contributor,Fair Day 2 value,85.0,High confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Donnie Elder (1985, DB, score 59.6) | Sean Thomas (1985, DB, score 59.7) | Tim McKyer (1986, DB, score 60.3) | Jim Burroughs (1982, DB, score 60.2) | Anthony Young (1985, DB, score 60.9)","Mike Cofer (1983, LB, score 59.7) | Donnie Elder (1985, DB, score 59.6) | Tyrone Anthony (1984, RB, score 60.1) | Alfred Anderson (1984, RB, score 59.5) | Stanford Jennings (1984, RB, score 60.3)","Michael Adams (1987, DB, Arkansas St.) graded 60.0. Tier: Rotational / contributor profile. Position rank in class: #14. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: High confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",10.0,3.0,28.6,55.2,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,3.0,,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.745966692414834,4.6,16.9,48.49870047687548,49.3,48.6,actual_value,49.3,56.5,64.2,32.0,Actual Value Score,neutral,160,29,Class #160 / CB #29
Cliff Hicks,1987,DB,CB,DB,Oregon,3.0,74.0,Day 2 pick,88,15,68.7,68.9,57.7,62.6,60.0,56.5,0.52,0.524,0.435,Depth / replacement-level profile,Replacement/depth outcome,Fair Day 2 value,85.0,High confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Jimmy Turner (1983, DB, score 57.4) | Paul Lankford (1982, DB, score 56.8) | Sean Thomas (1985, DB, score 59.7) | Donnie Elder (1985, DB, score 59.6) | Audray McMillian (1985, DB, score 55.2)","Rusty Guilbeau (1982, LB, score 57.4) | Walker Lee Ashley (1983, LB, score 57.0) | Jon Williams (1984, RB, score 57.4) | Mark Walen (1986, DT, score 56.4) | Jimmy Turner (1983, DB, score 57.4)","Cliff Hicks (1987, DB, Oregon) graded 57.7. Tier: Depth / replacement-level profile. Position rank in class: #15. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: High confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",9.9,8.0,48.0,54.7,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150,Drafted about right,mature,58.6,Actual Value Score,0.0,0.0,0.0,8.0,,5.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,22.9530389222443,19.79898987322333,40.9,55.7,94.30458912972881,59.1,57.8,actual_value,59.1,55.1,63.9,58.6,Actual Value Score,neutral,103,20,Class #103 / CB #20
Len Bell,1987,DB,CB,DB,Indiana,3.0,76.0,Day 2 pick,72,13,74.3,73.3,61.5,67.4,63.8,58.6,0.54,0.531,0.414,Rotational / contributor profile,Useful contributor,Fair Day 2 value,85.0,High confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"John Krimm (1982, DB, score 62.4) | Stefon Adams (1985, DB, score 62.9) | Tony Lilly (1984, DB, score 63.4) | Sean Thomas (1985, DB, score 59.7) | Rodney Bellinger (1984, DB, score 64.1)","Charles Benson (1983, DE, score 61.6) | Tim Moffett (1985, WR, score 61.5) | John Krimm (1982, DB, score 62.4) | Fredd Young (1984, LB, score 60.6) | Jim Eliopulos (1982, LB, score 61.7)","Len Bell (1987, DB, Indiana) graded 61.5. Tier: Rotational / contributor profile. Position rank in class: #13. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: High confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",10.2,0.0,5.1,55.7,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,4.6,1.0,2.5,35.0,35.0,actual_value,35.0,53.6,64.5,32.0,Actual Value Score,neutral,165,31,Class #165 / CB #31
Garland Rivers,1987,DB,CB,DB,Michigan,4.0,92.0,Day 2 pick,69,12,75.4,75.6,62.0,68.5,64.1,56.5,0.532,0.508,0.435,Rotational / contributor profile,Useful contributor,Fair Day 2 value,85.0,High confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Mike Smith (1985, DB, score 60.0) | Evan Cooper (1984, DB, score 59.0) | Greg Hill (1983, DB, score 59.2) | Vince Newsome (1983, DB, score 58.9) | Bill Callahan (1986, DB, score 58.2)","Walter Stanley (1985, WR, score 62.7) | Mark Bavaro (1985, TE, score 62.5) | Steve Wallace (1986, T, score 61.4) | Conrad Goode (1984, T, score 60.8) | Tom Baugh (1986, C, score 60.6)","Garland Rivers (1987, DB, Michigan) graded 62.0. Tier: Rotational / contributor profile. Position rank in class: #12. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: High confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",10.1,0.0,5.1,56.0,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.8284271247461903,4.6,2.7,3.5355339059327378,35.0,35.0,actual_value,35.0,53.9,64.5,32.0,Actual Value Score,neutral,164,30,Class #164 / CB #30
Thomas Everett,1987,DB,CB,DB,Baylor,4.0,94.0,Day 2 pick,124,19,55.8,60.0,48.7,51.9,50.6,50.3,0.474,0.468,0.497,Depth / replacement-level profile,Massive positive outlier,Day 2 miss,73.0,Medium confidence,major_positive_outlier,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Mark Robinson (1984, DB, score 48.8) | Randy Robbins (1984, DB, score 49.1) | Martin Bayless (1984, DB, score 48.9) | Brian Carpenter (1982, DB, score 48.4) | Bruce McNorton (1982, DB, score 46.7)","Mark Robinson (1984, DB, score 48.8) | Charles Haley (1986, DE, score 49.1) | Randy Robbins (1984, DB, score 49.1) | Martin Bayless (1984, DB, score 48.9) | Brian Carpenter (1982, DB, score 48.4)","Thomas Everett (1987, DB, Baylor) graded 48.7. Tier: Depth / replacement-level profile. Position rank in class: #19. Draft capital: Day 2 pick. Draft value read: Day 2 miss. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",8.7,42.0,89.5,51.8,Depth / Replacement,Drafted too late,neutral,neutral,card-neutral,False,True,Round 1 caliber,32,Drafted too late,mature,72.1,Actual Value Score,0.0,1.0,9.0,42.0,,24.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,1.0,43.24318125460256,42.62741699796952,71.3,91.8,171.73298792599252,72.8,70.7,actual_value,72.8,59.7,62.6,72.1,Actual Value Score,neutral,31,6,Class #31 / CB #6
